"Tax_Form_ID","Employee_ID","Tax_Year","Tax_Form_URL"
"853979","43","2020","2014-09-23","https://nci.ca/taxes/853979_2020"
"853980","44","2020","2012-01-03","https://nci.ca/taxes/853980_2020"
"853981","46","2020","2009-04-09","https://nci.ca/taxes/853981_2020"
"853982","48","2020","2013-02-21","https://nci.ca/taxes/853982_2020"
"853983","49","2020","2017-01-22","https://nci.ca/taxes/853983_2020"
"853984","50","2020","2015-05-05","https://nci.ca/taxes/853984_2020"
"853985","51","2020","2016-01-25","https://nci.ca/taxes/853985_2020"
"853986","52","2020","2015-02-01","https://nci.ca/taxes/853986_2020"
"853987","53","2020","2015-02-24","https://nci.ca/taxes/853987_2020"
"853988","54","2020","2013-04-16","https://nci.ca/taxes/853988_2020"
"853989","56","2020","2004-06-15","https://nci.ca/taxes/853989_2020"
"853990","57","2020","2015-08-03","https://nci.ca/taxes/853990_2020"
"853991","58","2020","2016-07-04","https://nci.ca/taxes/853991_2020"
"853992","60","2020","2006-05-01","https://nci.ca/taxes/853992_2020"
"853993","61","2020","2013-07-02","https://nci.ca/taxes/853993_2020"
"853994","63","2020","2018-07-20","https://nci.ca/taxes/853994_2020"
"853995","64","2020","2017-05-18","https://nci.ca/taxes/853995_2020"
"853996","65","2020","2015-03-13","https://nci.ca/taxes/853996_2020"
"853997","66","2020","2009-08-14","https://nci.ca/taxes/853997_2020"
"853998","68","2020","2017-05-21","https://nci.ca/taxes/853998_2020"
"853999","69","2020","2017-11-21","https://nci.ca/taxes/853999_2020"
"854000","70","2020","2010-07-13","https://nci.ca/taxes/854000_2020"
"854001","71","2020","2015-01-10","https://nci.ca/taxes/854001_2020"
"854002","73","2020","2019-04-11","https://nci.ca/taxes/854002_2020"
"854003","74","2020","2015-08-04","https://nci.ca/taxes/854003_2020"
"854004","75","2020","2019-03-05","https://nci.ca/taxes/854004_2020"
"854005","76","2020","2017-09-17","https://nci.ca/taxes/854005_2020"
"854006","77","2020","2017-03-01","https://nci.ca/taxes/854006_2020"
"854007","78","2020","2019-06-15","https://nci.ca/taxes/854007_2020"
"854008","80","2020","2015-05-22","https://nci.ca/taxes/854008_2020"
"854009","81","2020","2019-02-23","https://nci.ca/taxes/854009_2020"
"854010","84","2020","2015-03-04","https://nci.ca/taxes/854010_2020"
"854011","85","2020","2019-09-19","https://nci.ca/taxes/854011_2020"
"854012","86","2020","2014-06-25","https://nci.ca/taxes/854012_2020"
"854013","87","2020","2018-05-10","https://nci.ca/taxes/854013_2020"
"854014","88","2020","2011-09-17","https://nci.ca/taxes/854014_2020"
"854015","89","2020","2005-09-08","https://nci.ca/taxes/854015_2020"
"854016","91","2020","2015-06-06","https://nci.ca/taxes/854016_2020"
"854017","92","2020","2014-08-18","https://nci.ca/taxes/854017_2020"
"854018","93","2020","2010-05-17","https://nci.ca/taxes/854018_2020"
"854019","94","2020","2011-11-21","https://nci.ca/taxes/854019_2020"
"854020","96","2020","2019-07-04","https://nci.ca/taxes/854020_2020"
"854021","97","2020","2017-12-24","https://nci.ca/taxes/854021_2020"
"854022","100","2020","2006-11-19","https://nci.ca/taxes/854022_2020"
"854023","101","2020","2016-04-26","https://nci.ca/taxes/854023_2020"
"854024","104","2020","2010-01-23","https://nci.ca/taxes/854024_2020"
"854025","105","2020","2006-03-04","https://nci.ca/taxes/854025_2020"
"854026","106","2020","2017-10-26","https://nci.ca/taxes/854026_2020"
"854027","107","2020","2018-03-13","https://nci.ca/taxes/854027_2020"
"854028","108","2020","2019-03-19","https://nci.ca/taxes/854028_2020"
"854029","109","2020","2012-07-25","https://nci.ca/taxes/854029_2020"
"854030","114","2020","2012-06-09","https://nci.ca/taxes/854030_2020"
"854031","115","2020","2015-07-20","https://nci.ca/taxes/854031_2020"
"854032","116","2020","2009-07-05","https://nci.ca/taxes/854032_2020"
"854033","117","2020","2019-12-06","https://nci.ca/taxes/854033_2020"
"854034","119","2020","2016-05-04","https://nci.ca/taxes/854034_2020"
"854035","120","2020","2017-12-11","https://nci.ca/taxes/854035_2020"
"854036","121","2020","2016-10-05","https://nci.ca/taxes/854036_2020"
"854037","122","2020","2018-01-20","https://nci.ca/taxes/854037_2020"
"854038","123","2020","2009-03-04","https://nci.ca/taxes/854038_2020"
"854039","124","2020","2014-09-06","https://nci.ca/taxes/854039_2020"
"854040","125","2020","2019-04-04","https://nci.ca/taxes/854040_2020"
"854041","126","2020","2015-05-03","https://nci.ca/taxes/854041_2020"
"854042","128","2020","2017-08-27","https://nci.ca/taxes/854042_2020"
"854043","129","2020","2013-01-20","https://nci.ca/taxes/854043_2020"
"854044","130","2020","2015-02-06","https://nci.ca/taxes/854044_2020"
"854045","134","2020","2018-06-23","https://nci.ca/taxes/854045_2020"
"854046","136","2020","2019-03-25","https://nci.ca/taxes/854046_2020"
"854047","137","2020","2019-04-20","https://nci.ca/taxes/854047_2020"
"854048","138","2020","2016-12-10","https://nci.ca/taxes/854048_2020"
"854049","139","2020","2016-05-12","https://nci.ca/taxes/854049_2020"
"854050","141","2020","2018-07-18","https://nci.ca/taxes/854050_2020"
"854051","143","2020","2015-05-06","https://nci.ca/taxes/854051_2020"
"854052","145","2020","2014-12-05","https://nci.ca/taxes/854052_2020"
"854053","146","2020","2016-08-06","https://nci.ca/taxes/854053_2020"
"854054","147","2020","2011-05-10","https://nci.ca/taxes/854054_2020"
"854055","148","2020","2015-10-26","https://nci.ca/taxes/854055_2020"
"854056","149","2020","2011-08-20","https://nci.ca/taxes/854056_2020"
"854057","150","2020","2010-01-04","https://nci.ca/taxes/854057_2020"
"854058","151","2020","2019-09-01","https://nci.ca/taxes/854058_2020"
"854059","152","2020","2013-05-02","https://nci.ca/taxes/854059_2020"
"854060","153","2020","2009-08-17","https://nci.ca/taxes/854060_2020"
"854061","155","2020","2016-10-15","https://nci.ca/taxes/854061_2020"
"854062","156","2020","2016-06-20","https://nci.ca/taxes/854062_2020"
"854063","158","2020","2010-06-09","https://nci.ca/taxes/854063_2020"
"854064","159","2020","2019-05-17","https://nci.ca/taxes/854064_2020"
"854065","161","2020","2015-04-25","https://nci.ca/taxes/854065_2020"
"854066","162","2020","2014-02-01","https://nci.ca/taxes/854066_2020"
"854067","164","2020","2013-11-05","https://nci.ca/taxes/854067_2020"
"854068","165","2020","2014-09-20","https://nci.ca/taxes/854068_2020"
"854069","167","2020","2019-02-03","https://nci.ca/taxes/854069_2020"
"854070","168","2020","2018-02-17","https://nci.ca/taxes/854070_2020"
"854071","169","2020","2016-12-14","https://nci.ca/taxes/854071_2020"
"854072","170","2020","2018-09-11","https://nci.ca/taxes/854072_2020"
"854073","172","2020","2019-03-11","https://nci.ca/taxes/854073_2020"
"854074","173","2020","2016-05-02","https://nci.ca/taxes/854074_2020"
"854075","174","2020","2016-07-16","https://nci.ca/taxes/854075_2020"
"854076","176","2020","2017-12-24","https://nci.ca/taxes/854076_2020"
"854077","178","2020","2017-05-07","https://nci.ca/taxes/854077_2020"
"854078","180","2020","2007-06-11","https://nci.ca/taxes/854078_2020"
"854079","181","2020","2019-01-08","https://nci.ca/taxes/854079_2020"
"854080","182","2020","2012-02-05","https://nci.ca/taxes/854080_2020"
"854081","183","2020","2019-08-19","https://nci.ca/taxes/854081_2020"
"854082","184","2020","2018-06-19","https://nci.ca/taxes/854082_2020"
"854083","185","2020","2013-11-02","https://nci.ca/taxes/854083_2020"
"854084","186","2020","2012-10-19","https://nci.ca/taxes/854084_2020"
"854085","187","2020","2016-01-23","https://nci.ca/taxes/854085_2020"
"854086","188","2020","2018-12-21","https://nci.ca/taxes/854086_2020"
"854087","189","2020","2006-10-27","https://nci.ca/taxes/854087_2020"
"854088","190","2020","2019-10-03","https://nci.ca/taxes/854088_2020"
"854089","191","2020","2014-07-25","https://nci.ca/taxes/854089_2020"
"854090","192","2020","2014-02-25","https://nci.ca/taxes/854090_2020"
"854091","193","2020","2006-12-10","https://nci.ca/taxes/854091_2020"
"854092","194","2020","2018-04-17","https://nci.ca/taxes/854092_2020"
"854093","195","2020","2012-08-19","https://nci.ca/taxes/854093_2020"
"854094","196","2020","2013-12-20","https://nci.ca/taxes/854094_2020"
"854095","197","2020","2009-04-26","https://nci.ca/taxes/854095_2020"
"854096","198","2020","2013-12-25","https://nci.ca/taxes/854096_2020"
"854097","199","2020","2018-08-24","https://nci.ca/taxes/854097_2020"
"854098","200","2020","2014-05-25","https://nci.ca/taxes/854098_2020"
"854099","204","2020","2013-09-13","https://nci.ca/taxes/854099_2020"
"854100","205","2020","2010-01-25","https://nci.ca/taxes/854100_2020"
"854101","206","2020","2018-04-24","https://nci.ca/taxes/854101_2020"
"854102","207","2020","2015-03-13","https://nci.ca/taxes/854102_2020"
"854103","208","2020","2019-11-02","https://nci.ca/taxes/854103_2020"
"854104","209","2020","2016-07-09","https://nci.ca/taxes/854104_2020"
"854105","210","2020","2011-03-11","https://nci.ca/taxes/854105_2020"
"854106","211","2020","2018-07-05","https://nci.ca/taxes/854106_2020"
"854107","212","2020","2015-06-03","https://nci.ca/taxes/854107_2020"
"854108","213","2020","2012-05-26","https://nci.ca/taxes/854108_2020"
"854109","214","2020","2016-03-14","https://nci.ca/taxes/854109_2020"
"854110","215","2020","2018-08-07","https://nci.ca/taxes/854110_2020"
"854111","217","2020","2014-12-17","https://nci.ca/taxes/854111_2020"
"854112","218","2020","2011-03-21","https://nci.ca/taxes/854112_2020"
"854113","219","2020","2015-01-14","https://nci.ca/taxes/854113_2020"
"854114","220","2020","2018-03-14","https://nci.ca/taxes/854114_2020"
"854115","222","2020","2005-04-20","https://nci.ca/taxes/854115_2020"
"854116","223","2020","2016-10-07","https://nci.ca/taxes/854116_2020"
"854117","225","2020","2018-01-14","https://nci.ca/taxes/854117_2020"
"854118","226","2020","2018-12-14","https://nci.ca/taxes/854118_2020"
"854119","227","2020","2008-02-25","https://nci.ca/taxes/854119_2020"
"854120","229","2020","2015-01-16","https://nci.ca/taxes/854120_2020"
"854121","230","2020","2018-06-26","https://nci.ca/taxes/854121_2020"
"854122","231","2020","2014-08-25","https://nci.ca/taxes/854122_2020"
"854123","232","2020","2019-11-13","https://nci.ca/taxes/854123_2020"
"854124","233","2020","2015-05-24","https://nci.ca/taxes/854124_2020"
"854125","234","2020","2016-09-27","https://nci.ca/taxes/854125_2020"
"854126","236","2020","2013-11-26","https://nci.ca/taxes/854126_2020"
"854127","237","2020","2018-02-06","https://nci.ca/taxes/854127_2020"
"854128","238","2020","2017-09-15","https://nci.ca/taxes/854128_2020"
"854129","241","2020","2013-10-07","https://nci.ca/taxes/854129_2020"
"854130","242","2020","2013-03-02","https://nci.ca/taxes/854130_2020"
"854131","243","2020","2019-11-03","https://nci.ca/taxes/854131_2020"
"854132","244","2020","2009-05-11","https://nci.ca/taxes/854132_2020"
"854133","245","2020","2013-11-25","https://nci.ca/taxes/854133_2020"
"854134","246","2020","2011-11-22","https://nci.ca/taxes/854134_2020"
"854135","247","2020","2017-02-18","https://nci.ca/taxes/854135_2020"
"854136","248","2020","2017-04-25","https://nci.ca/taxes/854136_2020"
"854137","250","2020","2019-11-16","https://nci.ca/taxes/854137_2020"
"854138","251","2020","2015-07-24","https://nci.ca/taxes/854138_2020"
"854139","252","2020","2010-08-24","https://nci.ca/taxes/854139_2020"
"854140","253","2020","2019-07-07","https://nci.ca/taxes/854140_2020"
"854141","254","2020","2009-12-23","https://nci.ca/taxes/854141_2020"
"854142","255","2020","2016-07-12","https://nci.ca/taxes/854142_2020"
"854143","256","2020","2011-08-11","https://nci.ca/taxes/854143_2020"
"854144","257","2020","2016-10-23","https://nci.ca/taxes/854144_2020"
"854145","258","2020","2010-11-16","https://nci.ca/taxes/854145_2020"
"854146","259","2020","2019-12-15","https://nci.ca/taxes/854146_2020"
"854147","261","2020","2013-10-13","https://nci.ca/taxes/854147_2020"
"854148","262","2020","2019-05-23","https://nci.ca/taxes/854148_2020"
"854149","264","2020","2015-02-25","https://nci.ca/taxes/854149_2020"
"854150","266","2020","2009-07-07","https://nci.ca/taxes/854150_2020"
"854151","267","2020","2011-05-14","https://nci.ca/taxes/854151_2020"
"854152","268","2020","2012-01-21","https://nci.ca/taxes/854152_2020"
"854153","269","2020","2018-08-26","https://nci.ca/taxes/854153_2020"
"854154","270","2020","2016-04-10","https://nci.ca/taxes/854154_2020"
"854155","271","2020","2017-03-19","https://nci.ca/taxes/854155_2020"
"854156","272","2020","2012-03-23","https://nci.ca/taxes/854156_2020"
"854157","274","2020","2013-11-10","https://nci.ca/taxes/854157_2020"
"854158","275","2020","2009-11-19","https://nci.ca/taxes/854158_2020"
"854159","276","2020","2016-09-15","https://nci.ca/taxes/854159_2020"
"854160","278","2020","2012-04-04","https://nci.ca/taxes/854160_2020"
"854161","279","2020","2015-12-08","https://nci.ca/taxes/854161_2020"
"854162","280","2020","2012-01-08","https://nci.ca/taxes/854162_2020"
"854163","282","2020","2018-08-01","https://nci.ca/taxes/854163_2020"
"854164","283","2020","2015-12-06","https://nci.ca/taxes/854164_2020"
"854165","284","2020","2015-12-19","https://nci.ca/taxes/854165_2020"
"854166","285","2020","2005-08-09","https://nci.ca/taxes/854166_2020"
"854167","286","2020","2014-08-05","https://nci.ca/taxes/854167_2020"
"854168","287","2020","2016-12-19","https://nci.ca/taxes/854168_2020"
"854169","288","2020","2011-11-02","https://nci.ca/taxes/854169_2020"
"854170","289","2020","2015-06-15","https://nci.ca/taxes/854170_2020"
"854171","290","2020","2018-04-18","https://nci.ca/taxes/854171_2020"
"854172","291","2020","2012-05-23","https://nci.ca/taxes/854172_2020"
"854173","292","2020","2008-09-18","https://nci.ca/taxes/854173_2020"
"854174","293","2020","2017-08-19","https://nci.ca/taxes/854174_2020"
"854175","294","2020","2016-07-12","https://nci.ca/taxes/854175_2020"
"854176","295","2020","2007-11-17","https://nci.ca/taxes/854176_2020"
"854177","296","2020","2017-11-09","https://nci.ca/taxes/854177_2020"
"854178","297","2020","2016-12-07","https://nci.ca/taxes/854178_2020"
"854179","298","2020","2005-07-24","https://nci.ca/taxes/854179_2020"
"854180","299","2020","2013-01-11","https://nci.ca/taxes/854180_2020"
"854181","301","2020","2011-06-25","https://nci.ca/taxes/854181_2020"
"854182","302","2020","1999-09-10","https://nci.ca/taxes/854182_2020"
"854183","303","2020","2013-11-06","https://nci.ca/taxes/854183_2020"
"854184","305","2020","2011-11-22","https://nci.ca/taxes/854184_2020"
"854185","306","2020","2013-07-20","https://nci.ca/taxes/854185_2020"
"854186","308","2020","2013-07-26","https://nci.ca/taxes/854186_2020"
"854187","309","2020","2015-07-08","https://nci.ca/taxes/854187_2020"
"854188","312","2020","2009-08-01","https://nci.ca/taxes/854188_2020"
"854189","313","2020","2019-08-02","https://nci.ca/taxes/854189_2020"
"854190","314","2020","2013-02-10","https://nci.ca/taxes/854190_2020"
"854191","315","2020","2015-07-25","https://nci.ca/taxes/854191_2020"
"854192","317","2020","2019-12-09","https://nci.ca/taxes/854192_2020"
"854193","319","2020","2018-04-02","https://nci.ca/taxes/854193_2020"
"854194","320","2020","2017-03-26","https://nci.ca/taxes/854194_2020"
"854195","322","2020","2011-03-11","https://nci.ca/taxes/854195_2020"
"854196","324","2020","2014-12-26","https://nci.ca/taxes/854196_2020"
"854197","326","2020","2009-05-15","https://nci.ca/taxes/854197_2020"
"854198","327","2020","2014-09-16","https://nci.ca/taxes/854198_2020"
"854199","328","2020","2018-10-24","https://nci.ca/taxes/854199_2020"
"854200","329","2020","2017-12-15","https://nci.ca/taxes/854200_2020"
"854201","330","2020","2018-07-17","https://nci.ca/taxes/854201_2020"
"854202","331","2020","2013-03-06","https://nci.ca/taxes/854202_2020"
"854203","332","2020","2019-02-22","https://nci.ca/taxes/854203_2020"
"854204","333","2020","2017-09-23","https://nci.ca/taxes/854204_2020"
"854205","335","2020","2008-09-08","https://nci.ca/taxes/854205_2020"
"854206","338","2020","2006-12-02","https://nci.ca/taxes/854206_2020"
"854207","339","2020","2014-01-22","https://nci.ca/taxes/854207_2020"
"854208","340","2020","2017-08-22","https://nci.ca/taxes/854208_2020"
"854209","341","2020","2017-06-07","https://nci.ca/taxes/854209_2020"
"854210","342","2020","2014-11-24","https://nci.ca/taxes/854210_2020"
"854211","343","2020","2011-06-19","https://nci.ca/taxes/854211_2020"
"854212","344","2020","2019-04-01","https://nci.ca/taxes/854212_2020"
"854213","345","2020","2013-05-25","https://nci.ca/taxes/854213_2020"
"854214","348","2020","2009-09-06","https://nci.ca/taxes/854214_2020"
"854215","350","2020","2013-07-19","https://nci.ca/taxes/854215_2020"
"854216","351","2020","2018-10-27","https://nci.ca/taxes/854216_2020"
"854217","352","2020","2018-03-03","https://nci.ca/taxes/854217_2020"
"854218","354","2020","2018-11-23","https://nci.ca/taxes/854218_2020"
"854219","355","2020","2018-10-02","https://nci.ca/taxes/854219_2020"
"854220","356","2020","2014-02-08","https://nci.ca/taxes/854220_2020"
"854221","357","2020","2017-01-06","https://nci.ca/taxes/854221_2020"
"854222","358","2020","2014-10-23","https://nci.ca/taxes/854222_2020"
"854223","359","2020","2019-02-12","https://nci.ca/taxes/854223_2020"
"854224","360","2020","2017-06-21","https://nci.ca/taxes/854224_2020"
"854225","362","2020","2014-04-06","https://nci.ca/taxes/854225_2020"
"854226","364","2020","2018-01-20","https://nci.ca/taxes/854226_2020"
"854227","365","2020","2016-10-20","https://nci.ca/taxes/854227_2020"
"854228","366","2020","2015-11-07","https://nci.ca/taxes/854228_2020"
"854229","370","2020","2013-08-25","https://nci.ca/taxes/854229_2020"
"854230","371","2020","2013-06-09","https://nci.ca/taxes/854230_2020"
"854231","373","2020","2011-03-13","https://nci.ca/taxes/854231_2020"
"854232","374","2020","2011-04-13","https://nci.ca/taxes/854232_2020"
"854233","375","2020","2015-08-24","https://nci.ca/taxes/854233_2020"
"854234","376","2020","2016-10-21","https://nci.ca/taxes/854234_2020"
"854235","377","2020","2014-07-14","https://nci.ca/taxes/854235_2020"
"854236","378","2020","2013-05-25","https://nci.ca/taxes/854236_2020"
"854237","379","2020","2009-10-16","https://nci.ca/taxes/854237_2020"
"854238","380","2020","2019-09-14","https://nci.ca/taxes/854238_2020"
"854239","381","2020","2013-09-10","https://nci.ca/taxes/854239_2020"
"854240","382","2020","2018-10-04","https://nci.ca/taxes/854240_2020"
"854241","384","2020","2013-12-14","https://nci.ca/taxes/854241_2020"
"854242","386","2020","2017-09-01","https://nci.ca/taxes/854242_2020"
"854243","387","2020","2017-01-09","https://nci.ca/taxes/854243_2020"
"854244","388","2020","2018-05-18","https://nci.ca/taxes/854244_2020"
"854245","389","2020","2012-02-20","https://nci.ca/taxes/854245_2020"
"854246","390","2020","2018-06-02","https://nci.ca/taxes/854246_2020"
"854247","391","2020","2016-08-27","https://nci.ca/taxes/854247_2020"
"854248","392","2020","2008-05-13","https://nci.ca/taxes/854248_2020"
"854249","393","2020","2006-10-11","https://nci.ca/taxes/854249_2020"
"854250","394","2020","2013-05-23","https://nci.ca/taxes/854250_2020"
"854251","396","2020","2017-02-06","https://nci.ca/taxes/854251_2020"
"854252","397","2020","2018-04-07","https://nci.ca/taxes/854252_2020"
"854253","399","2020","2012-11-12","https://nci.ca/taxes/854253_2020"
"854254","401","2020","2011-02-09","https://nci.ca/taxes/854254_2020"
"854255","404","2020","2015-10-13","https://nci.ca/taxes/854255_2020"
"854256","406","2020","2017-09-09","https://nci.ca/taxes/854256_2020"
"854257","407","2020","2017-07-09","https://nci.ca/taxes/854257_2020"
"854258","408","2020","2015-03-15","https://nci.ca/taxes/854258_2020"
"854259","409","2020","2011-11-19","https://nci.ca/taxes/854259_2020"
"854260","410","2020","2012-08-04","https://nci.ca/taxes/854260_2020"
"854261","412","2020","2012-01-24","https://nci.ca/taxes/854261_2020"
"854262","413","2020","2017-08-14","https://nci.ca/taxes/854262_2020"
"854263","414","2020","2009-12-05","https://nci.ca/taxes/854263_2020"
"854264","415","2020","2015-12-03","https://nci.ca/taxes/854264_2020"
"854265","416","2020","2011-08-09","https://nci.ca/taxes/854265_2020"
"854266","417","2020","2015-10-16","https://nci.ca/taxes/854266_2020"
"854267","418","2020","2008-06-04","https://nci.ca/taxes/854267_2020"
"854268","419","2020","2013-02-01","https://nci.ca/taxes/854268_2020"
"854269","420","2020","2017-04-20","https://nci.ca/taxes/854269_2020"
"854270","421","2020","2018-01-18","https://nci.ca/taxes/854270_2020"
"854271","423","2020","2018-01-01","https://nci.ca/taxes/854271_2020"
"854272","424","2020","2011-07-15","https://nci.ca/taxes/854272_2020"
"854273","425","2020","2019-08-03","https://nci.ca/taxes/854273_2020"
"854274","426","2020","2017-01-15","https://nci.ca/taxes/854274_2020"
"854275","428","2020","2016-08-04","https://nci.ca/taxes/854275_2020"
"854276","429","2020","2015-03-03","https://nci.ca/taxes/854276_2020"
"854277","430","2020","2019-07-10","https://nci.ca/taxes/854277_2020"
"854278","431","2020","2012-11-09","https://nci.ca/taxes/854278_2020"
"854279","433","2020","2016-07-14","https://nci.ca/taxes/854279_2020"
"854280","434","2020","2014-04-05","https://nci.ca/taxes/854280_2020"
"854281","435","2020","2012-10-14","https://nci.ca/taxes/854281_2020"
"854282","436","2020","2015-03-24","https://nci.ca/taxes/854282_2020"
"854283","438","2020","2011-07-02","https://nci.ca/taxes/854283_2020"
"854284","442","2020","2017-04-01","https://nci.ca/taxes/854284_2020"
"854285","443","2020","2018-04-15","https://nci.ca/taxes/854285_2020"
"854286","444","2020","2008-03-12","https://nci.ca/taxes/854286_2020"
"854287","447","2020","2019-01-01","https://nci.ca/taxes/854287_2020"
"854288","448","2020","2019-05-06","https://nci.ca/taxes/854288_2020"
"854289","449","2020","2011-03-04","https://nci.ca/taxes/854289_2020"
"854290","450","2020","2014-02-02","https://nci.ca/taxes/854290_2020"
"854291","451","2020","2014-03-23","https://nci.ca/taxes/854291_2020"
"854292","453","2020","2015-05-23","https://nci.ca/taxes/854292_2020"
"854293","455","2020","2012-12-21","https://nci.ca/taxes/854293_2020"
"854294","456","2020","2016-10-27","https://nci.ca/taxes/854294_2020"
"854295","458","2020","2015-07-09","https://nci.ca/taxes/854295_2020"
"854296","459","2020","2014-07-13","https://nci.ca/taxes/854296_2020"
"854297","460","2020","2017-05-27","https://nci.ca/taxes/854297_2020"
"854298","462","2020","2019-06-14","https://nci.ca/taxes/854298_2020"
"854299","463","2020","2019-08-03","https://nci.ca/taxes/854299_2020"
"854300","464","2020","2008-05-10","https://nci.ca/taxes/854300_2020"
"854301","465","2020","2017-05-09","https://nci.ca/taxes/854301_2020"
"854302","468","2020","2017-12-09","https://nci.ca/taxes/854302_2020"
"854303","469","2020","2019-08-27","https://nci.ca/taxes/854303_2020"
"854304","470","2020","2015-09-27","https://nci.ca/taxes/854304_2020"
"854305","471","2020","2019-01-19","https://nci.ca/taxes/854305_2020"
"854306","472","2020","2009-12-05","https://nci.ca/taxes/854306_2020"
"854307","473","2020","2009-09-04","https://nci.ca/taxes/854307_2020"
"854308","474","2020","2016-02-07","https://nci.ca/taxes/854308_2020"
"854309","475","2020","2017-08-14","https://nci.ca/taxes/854309_2020"
"854310","476","2020","2018-08-16","https://nci.ca/taxes/854310_2020"
"854311","477","2020","2018-10-02","https://nci.ca/taxes/854311_2020"
"854312","478","2020","2013-03-15","https://nci.ca/taxes/854312_2020"
"854313","479","2020","2016-01-22","https://nci.ca/taxes/854313_2020"
"854314","480","2020","2019-08-06","https://nci.ca/taxes/854314_2020"
"854315","482","2020","2017-05-08","https://nci.ca/taxes/854315_2020"
"854316","483","2020","2019-05-05","https://nci.ca/taxes/854316_2020"
"854317","484","2020","2019-09-01","https://nci.ca/taxes/854317_2020"
"854318","486","2020","2019-10-16","https://nci.ca/taxes/854318_2020"
"854319","487","2020","2019-11-16","https://nci.ca/taxes/854319_2020"
"854320","488","2020","2018-09-08","https://nci.ca/taxes/854320_2020"
"854321","489","2020","2014-05-09","https://nci.ca/taxes/854321_2020"
"854322","490","2020","2017-12-17","https://nci.ca/taxes/854322_2020"
"854323","493","2020","2018-01-17","https://nci.ca/taxes/854323_2020"
"854324","494","2020","2019-01-22","https://nci.ca/taxes/854324_2020"
"854325","495","2020","2016-09-27","https://nci.ca/taxes/854325_2020"
"854326","497","2020","2015-06-19","https://nci.ca/taxes/854326_2020"
"854327","498","2020","2015-08-18","https://nci.ca/taxes/854327_2020"
"854328","499","2020","2018-06-25","https://nci.ca/taxes/854328_2020"
"854329","501","2020","2018-05-07","https://nci.ca/taxes/854329_2020"
"854330","502","2020","2013-04-23","https://nci.ca/taxes/854330_2020"
"854331","503","2020","2008-01-16","https://nci.ca/taxes/854331_2020"
"854332","506","2020","2015-04-06","https://nci.ca/taxes/854332_2020"
"854333","508","2020","2015-02-11","https://nci.ca/taxes/854333_2020"
"854334","509","2020","2017-10-25","https://nci.ca/taxes/854334_2020"
"854335","510","2020","2019-05-08","https://nci.ca/taxes/854335_2020"
"854336","511","2020","2006-10-20","https://nci.ca/taxes/854336_2020"
"854337","512","2020","2018-07-17","https://nci.ca/taxes/854337_2020"
"854338","514","2020","2012-02-14","https://nci.ca/taxes/854338_2020"
"854339","516","2020","2019-04-04","https://nci.ca/taxes/854339_2020"
"854340","517","2020","2006-05-18","https://nci.ca/taxes/854340_2020"
"854341","519","2020","2018-03-15","https://nci.ca/taxes/854341_2020"
"854342","520","2020","2016-05-13","https://nci.ca/taxes/854342_2020"
"854343","521","2020","2013-06-09","https://nci.ca/taxes/854343_2020"
"854344","522","2020","2019-08-10","https://nci.ca/taxes/854344_2020"
