"Payroll_ID","Payment_Date","Employee_ID","Payment_Salary","Payment_Bonus","Payment_Status"
"8405320","2022-08-15","935","920.55","2391.00","Cleared"
"8405321","2022-08-15","956","5753.42","2384.00","Cleared"
"8405322","2022-08-15","964","2876.71","2300.00","Cleared"
"8405323","2022-08-15","971","5561.64","1180.00","Cleared"
"8405324","2022-08-15","989","3835.62","3461.00","Cleared"
"8405325","2022-08-16","14","21095.89","2616.00","Cleared"
"8405326","2022-08-16","38","1687.67","1960.00","Cleared"
"8405327","2022-08-16","61","3835.62","1367.00","Cleared"
"8405328","2022-08-16","103","3452.05","1967.00","Cleared"
"8405329","2022-08-16","152","920.55","488.00","Cleared"
"8405330","2022-08-16","173","4794.52","2676.00","Cleared"
"8405331","2022-08-16","185","4794.52","195.00","Cleared"
"8405332","2022-08-16","208","1917.81","1905.00","Cleared"
"8405333","2022-08-16","242","4794.52","2978.00","Cleared"
"8405334","2022-08-16","288","3068.49","1825.00","Cleared"
"8405335","2022-08-16","313","4794.52","2873.00","Cleared"
"8405336","2022-08-16","319","4410.96","3153.00","Cleared"
"8405337","2022-08-16","338","1726.03","1829.00","Cleared"
"8405338","2022-08-16","355","1726.03","1383.00","Cleared"
"8405339","2022-08-16","361","1726.03","4050.00","Cleared"
"8405340","2022-08-16","367","21095.89","3401.00","Cleared"
"8405341","2022-08-16","390","3068.49","1852.00","Cleared"
"8405342","2022-08-16","438","1150.68","4265.00","Cleared"
"8405343","2022-08-16","441","2876.71","1582.00","Cleared"
"8405344","2022-08-16","450","1917.81","1253.00","Cleared"
"8405345","2022-08-16","477","5753.42","2621.00","Cleared"
"8405346","2022-08-16","544","920.55","1686.00","Cleared"
"8405347","2022-08-16","557","1726.03","3267.00","Cleared"
"8405348","2022-08-16","596","2876.71","4366.00","Cleared"
"8405349","2022-08-16","625","3835.62","3971.00","Cleared"
"8405350","2022-08-16","659","1150.68","873.00","Cleared"
"8405351","2022-08-16","701","1917.81","2430.00","Cleared"
"8405352","2022-08-16","752","2876.71","4409.00","Cleared"
"8405353","2022-08-16","770","3835.62","2904.00","Cleared"
"8405354","2022-08-16","806","1150.68","897.00","Cleared"
"8405355","2022-08-16","861","3260.27","4456.00","Cleared"
"8405356","2022-08-16","886","1150.68","1141.00","Cleared"
"8405357","2022-08-16","958","21095.89","3951.00","Cleared"
"8405358","2022-08-16","965","4027.40","709.00","Cleared"
"8405359","2022-08-16","972","3835.62","1583.00","Cleared"
"8405360","2022-08-16","992","24931.51","1616.00","Cleared"
"8405361","2022-08-16","997","2876.71","1307.00","Cleared"
"8405362","2022-08-17","7","5561.64","1617.00","Cleared"
"8405363","2022-08-17","16","1150.68","1813.00","Cleared"
"8405364","2022-08-17","32","3452.05","3278.00","Cleared"
"8405365","2022-08-17","44","21095.89","666.00","Cleared"
"8405366","2022-08-17","57","2876.71","326.00","Cleared"
"8405367","2022-08-17","99","3260.27","2007.00","Cleared"
"8405368","2022-08-17","110","3260.27","416.00","Cleared"
"8405369","2022-08-17","126","1150.68","1096.00","Cleared"
"8405370","2022-08-17","157","4602.74","4422.00","Cleared"
"8405371","2022-08-17","167","7671.23","1423.00","Cleared"
"8405372","2022-08-17","190","3068.49","1567.00","Cleared"
"8405373","2022-08-17","212","1150.68","1553.00","Cleared"
"8405374","2022-08-17","243","4602.74","1646.00","Cleared"
"8405375","2022-08-17","352","7671.23","241.00","Cleared"
"8405376","2022-08-17","415","5753.42","685.00","Cleared"
"8405377","2022-08-17","425","2876.71","275.00","Cleared"
"8405378","2022-08-17","429","1917.81","1674.00","Cleared"
"8405379","2022-08-17","463","460.27","1693.00","Cleared"
"8405380","2022-08-17","467","28767.12","2995.00","Cleared"
"8405381","2022-08-17","554","2876.71","719.00","Cleared"
"8405382","2022-08-17","599","1150.68","2308.00","Cleared"
"8405383","2022-08-17","605","4602.74","931.00","Cleared"
"8405384","2022-08-17","620","1726.03","3668.00","Cleared"
"8405385","2022-08-17","658","1726.03","1568.00","Cleared"
"8405386","2022-08-17","667","1726.03","163.00","Cleared"
"8405387","2022-08-17","670","5561.64","1502.00","Cleared"
"8405388","2022-08-17","687","6712.33","3164.00","Cleared"
"8405389","2022-08-17","694","24931.51","2838.00","Cleared"
"8405390","2022-08-17","743","1917.81","3484.00","Cleared"
"8405391","2022-08-17","748","3260.27","2210.00","Cleared"
"8405392","2022-08-17","763","5561.64","615.00","Cleared"
"8405393","2022-08-17","786","24931.51","1375.00","Cleared"
"8405394","2022-08-17","824","1342.47","2601.00","Cleared"
"8405395","2022-08-17","825","1726.03","2666.00","Cleared"
"8405396","2022-08-17","868","2876.71","2443.00","Cleared"
"8405397","2022-08-17","894","3835.62","896.00","Cleared"
"8405398","2022-08-17","922","24931.51","1339.00","Cleared"
"8405399","2022-08-17","968","3260.27","2046.00","Cleared"
"8405400","2022-08-17","985","1726.03","3051.00","Cleared"
"8405401","2022-08-18","58","3835.62","2732.00","Cleared"
"8405402","2022-08-18","74","2493.15","1119.00","Cleared"
"8405403","2022-08-18","83","4410.96","4377.00","Cleared"
"8405404","2022-08-18","84","28767.12","2596.00","Cleared"
"8405405","2022-08-18","96","1150.68","887.00","Cleared"
"8405406","2022-08-18","105","3835.62","688.00","Cleared"
"8405407","2022-08-18","119","4410.96","2958.00","Cleared"
"8405408","2022-08-18","123","3835.62","3122.00","Cleared"
"8405409","2022-08-18","125","2876.71","4200.00","Cleared"
"8405410","2022-08-18","150","5561.64","544.00","Cleared"
"8405411","2022-08-18","154","4219.18","1706.00","Cleared"
"8405412","2022-08-18","179","460.27","2542.00","Cleared"
"8405413","2022-08-18","265","6712.33","4131.00","Cleared"
"8405414","2022-08-18","278","3835.62","3502.00","Cleared"
"8405415","2022-08-18","347","3835.62","930.00","Cleared"
"8405416","2022-08-18","382","6712.33","1133.00","Cleared"
"8405417","2022-08-18","410","1534.25","3644.00","Cleared"
"8405418","2022-08-18","418","2876.71","4269.00","Cleared"
"8405419","2022-08-18","428","3260.27","1197.00","Cleared"
"8405420","2022-08-18","432","1150.68","118.00","Cleared"
"8405421","2022-08-18","449","1726.03","3044.00","Cleared"
"8405422","2022-08-18","473","24931.51","1616.00","Cleared"
"8405423","2022-08-18","516","2876.71","763.00","Cleared"
"8405424","2022-08-18","541","3835.62","1604.00","Cleared"
"8405425","2022-08-18","592","2876.71","907.00","Cleared"
"8405426","2022-08-18","611","1150.68","1250.00","Cleared"
"8405427","2022-08-18","623","6712.33","2482.00","Cleared"
"8405428","2022-08-18","633","3260.27","1511.00","Cleared"
"8405429","2022-08-18","634","2493.15","44.00","Cleared"
"8405430","2022-08-18","684","460.27","3352.00","Cleared"
"8405431","2022-08-18","685","2493.15","754.00","Cleared"
"8405432","2022-08-18","723","1150.68","2503.00","Cleared"
"8405433","2022-08-18","740","2493.15","4053.00","Cleared"
"8405434","2022-08-18","778","460.27","255.00","Cleared"
"8405435","2022-08-18","784","3835.62","3963.00","Cleared"
"8405436","2022-08-18","831","1726.03","1602.00","Cleared"
"8405437","2022-08-18","862","1150.68","1757.00","Cleared"
"8405438","2022-08-18","875","4410.96","2823.00","Cleared"
"8405439","2022-08-18","890","24931.51","2554.00","Cleared"
"8405440","2022-08-18","903","1687.67","1653.00","Cleared"
"8405441","2022-08-18","946","1917.81","4247.00","Cleared"
"8405442","2022-08-18","986","460.27","4116.00","Cleared"
"8405443","2022-08-19","3","2876.71","873.00","Cleared"
"8405444","2022-08-19","6","6712.33","1268.00","Cleared"
"8405445","2022-08-19","17","3260.27","1197.00","Cleared"
"8405446","2022-08-19","34","28767.12","3559.00","Cleared"
"8405447","2022-08-19","45","2876.71","2357.00","Cleared"
"8405448","2022-08-19","50","1687.67","4223.00","Cleared"
"8405449","2022-08-19","75","3835.62","1409.00","Cleared"
"8405450","2022-08-19","95","5139.73","658.00","Cleared"
"8405451","2022-08-19","98","2876.71","4202.00","Cleared"
"8405452","2022-08-19","116","28767.12","268.00","Cleared"
"8405453","2022-08-19","121","1726.03","1548.00","Cleared"
"8405454","2022-08-19","145","1150.68","1463.00","Cleared"
"8405455","2022-08-19","164","2876.71","90.00","Cleared"
"8405456","2022-08-19","182","28767.12","396.00","Cleared"
"8405457","2022-08-19","211","3835.62","4341.00","Cleared"
"8405458","2022-08-19","260","460.27","1825.00","Cleared"
"8405459","2022-08-19","286","1726.03","4251.00","Cleared"
"8405460","2022-08-19","414","5561.64","513.00","Cleared"
"8405461","2022-08-19","434","3260.27","4459.00","Cleared"
"8405462","2022-08-19","461","6712.33","719.00","Cleared"
"8405463","2022-08-19","472","3452.05","2542.00","Cleared"
"8405464","2022-08-19","483","4602.74","1258.00","Cleared"
"8405465","2022-08-19","496","2876.71","1436.00","Cleared"
"8405466","2022-08-19","606","2876.71","2899.00","Cleared"
"8405467","2022-08-19","638","2876.71","3370.00","Cleared"
"8405468","2022-08-19","663","3260.27","1353.00","Cleared"
"8405469","2022-08-19","664","1726.03","246.00","Cleared"
"8405470","2022-08-19","665","3068.49","134.00","Cleared"
"8405471","2022-08-19","674","3835.62","2018.00","Cleared"
"8405472","2022-08-19","703","4794.52","3651.00","Cleared"
"8405473","2022-08-19","717","3835.62","3850.00","Cleared"
"8405474","2022-08-19","750","5753.42","3740.00","Cleared"
"8405475","2022-08-19","768","4794.52","497.00","Cleared"
"8405476","2022-08-19","769","3260.27","2513.00","Cleared"
"8405477","2022-08-19","771","1726.03","2939.00","Cleared"
"8405478","2022-08-19","794","1917.81","3016.00","Cleared"
"8405479","2022-08-19","812","5561.64","1392.00","Cleared"
"8405480","2022-08-19","822","2301.37","1572.00","Cleared"
"8405481","2022-08-19","832","3452.05","3653.00","Cleared"
"8405482","2022-08-19","841","1150.68","1572.00","Cleared"
"8405483","2022-08-19","902","3068.49","639.00","Cleared"
"8405484","2022-08-19","905","1150.68","3219.00","Cleared"
"8405485","2022-08-19","917","1342.47","2456.00","Cleared"
"8405486","2022-08-20","41","5753.42","854.00","Cleared"
"8405487","2022-08-20","91","1917.81","2055.00","Cleared"
"8405488","2022-08-20","117","1917.81","1410.00","Cleared"
"8405489","2022-08-20","124","3835.62","1100.00","Cleared"
"8405490","2022-08-20","127","6712.33","58.00","Cleared"
"8405491","2022-08-20","130","2876.71","3616.00","Cleared"
"8405492","2022-08-20","143","3452.05","2077.00","Cleared"
"8405493","2022-08-20","146","7671.23","3805.00","Cleared"
"8405494","2022-08-20","228","2493.15","4200.00","Cleared"
"8405495","2022-08-20","237","2876.71","436.00","Cleared"
"8405496","2022-08-20","263","1726.03","3532.00","Cleared"
"8405497","2022-08-20","283","1917.81","164.00","Cleared"
"8405498","2022-08-20","300","1687.67","1348.00","Cleared"
"8405499","2022-08-20","303","2493.15","460.00","Cleared"
"8405500","2022-08-20","331","24931.51","4286.00","Cleared"
"8405501","2022-08-20","348","1150.68","4220.00","Cleared"
"8405502","2022-08-20","357","1917.81","1682.00","Cleared"
"8405503","2022-08-20","362","3260.27","2515.00","Cleared"
"8405504","2022-08-20","396","1342.47","43.00","Cleared"
"8405505","2022-08-20","427","1917.81","2260.00","Cleared"
"8405506","2022-08-20","446","460.27","3305.00","Cleared"
"8405507","2022-08-20","448","1150.68","2082.00","Cleared"
"8405508","2022-08-20","480","6712.33","1230.00","Cleared"
"8405509","2022-08-20","506","4602.74","1485.00","Cleared"
"8405510","2022-08-20","532","9589.04","1106.00","Cleared"
"8405511","2022-08-20","536","2876.71","259.00","Cleared"
"8405512","2022-08-20","572","28767.12","557.00","Cleared"
"8405513","2022-08-20","597","2493.15","2832.00","Cleared"
"8405514","2022-08-20","622","5753.42","744.00","Cleared"
"8405515","2022-08-20","655","3835.62","931.00","Cleared"
"8405516","2022-08-20","747","1726.03","2548.00","Cleared"
"8405517","2022-08-20","850","9589.04","2302.00","Cleared"
"8405518","2022-08-20","851","1726.03","82.00","Cleared"
"8405519","2022-08-20","895","3835.62","4021.00","Cleared"
"8405520","2022-08-20","933","2493.15","1206.00","Cleared"
"8405521","2022-08-20","947","3835.62","2357.00","Cleared"
"8405522","2022-08-20","983","5561.64","2302.00","Cleared"
"8405523","2022-08-20","990","1687.67","2998.00","Cleared"
"8405524","2022-08-21","21","1150.68","3152.00","Cleared"
"8405525","2022-08-21","28","1726.03","976.00","Cleared"
"8405526","2022-08-21","72","3068.49","3787.00","Cleared"
"8405527","2022-08-21","135","3260.27","2634.00","Cleared"
"8405528","2022-08-21","142","1726.03","1983.00","Cleared"
"8405529","2022-08-21","178","4219.18","4189.00","Cleared"
"8405530","2022-08-21","215","1726.03","2448.00","Cleared"
"8405531","2022-08-21","223","5561.64","131.00","Cleared"
"8405532","2022-08-21","241","2493.15","239.00","Cleared"
"8405533","2022-08-21","253","1917.81","4286.00","Cleared"
"8405534","2022-08-21","266","1534.25","2849.00","Cleared"
"8405535","2022-08-21","297","4410.96","852.00","Cleared"
"8405536","2022-08-21","341","28767.12","1393.00","Cleared"
"8405537","2022-08-21","366","1917.81","1378.00","Cleared"
"8405538","2022-08-21","397","1150.68","3225.00","Cleared"
"8405539","2022-08-21","466","3835.62","708.00","Cleared"
"8405540","2022-08-21","474","1150.68","3038.00","Cleared"
"8405541","2022-08-21","501","3260.27","1965.00","Cleared"
"8405542","2022-08-21","507","3835.62","1482.00","Cleared"
"8405543","2022-08-21","540","2876.71","2837.00","Cleared"
"8405544","2022-08-21","555","3835.62","1057.00","Cleared"
"8405545","2022-08-21","573","9589.04","1673.00","Cleared"
"8405546","2022-08-21","589","2493.15","1340.00","Cleared"
"8405547","2022-08-21","604","4027.40","2897.00","Cleared"
"8405548","2022-08-21","652","2493.15","780.00","Cleared"
"8405549","2022-08-21","677","2876.71","613.00","Cleared"
"8405550","2022-08-21","711","3068.49","170.00","Cleared"
"8405551","2022-08-21","739","1150.68","1037.00","Cleared"
"8405552","2022-08-21","790","2876.71","2402.00","Cleared"
"8405553","2022-08-21","805","1342.47","1366.00","Cleared"
"8405554","2022-08-21","820","1917.81","2172.00","Cleared"
"8405555","2022-08-21","873","3260.27","1053.00","Cleared"
"8405556","2022-08-21","882","28767.12","4256.00","Cleared"
"8405557","2022-08-21","909","2493.15","827.00","Cleared"
"8405558","2022-08-21","943","3068.49","2248.00","Cleared"
"8405559","2022-08-21","957","7671.23","2592.00","Cleared"
"8405560","2022-08-22","15","2493.15","3227.00","Cleared"
"8405561","2022-08-22","37","3835.62","1266.00","Cleared"
"8405562","2022-08-22","47","5753.42","1819.00","Cleared"
"8405563","2022-08-22","89","3835.62","974.00","Cleared"
"8405564","2022-08-22","181","1917.81","451.00","Cleared"
"8405565","2022-08-22","273","5561.64","1649.00","Cleared"
"8405566","2022-08-22","279","4602.74","2863.00","Cleared"
"8405567","2022-08-22","280","3835.62","3567.00","Cleared"
"8405568","2022-08-22","309","5753.42","3019.00","Cleared"
"8405569","2022-08-22","316","1726.03","1651.00","Cleared"
"8405570","2022-08-22","335","9589.04","1698.00","Cleared"
"8405571","2022-08-22","356","5561.64","1551.00","Cleared"
"8405572","2022-08-22","372","3068.49","3703.00","Cleared"
"8405573","2022-08-22","482","4410.96","4185.00","Cleared"
"8405574","2022-08-22","488","1342.47","381.00","Cleared"
"8405575","2022-08-22","510","1342.47","2264.00","Cleared"
"8405576","2022-08-22","529","1917.81","3094.00","Cleared"
"8405577","2022-08-22","546","4602.74","3352.00","Cleared"
"8405578","2022-08-22","564","4602.74","4360.00","Cleared"
"8405579","2022-08-22","591","1342.47","4225.00","Cleared"
"8405580","2022-08-22","671","3835.62","3134.00","Cleared"
"8405581","2022-08-22","676","24931.51","2802.00","Cleared"
"8405582","2022-08-22","698","1150.68","1147.00","Cleared"
"8405583","2022-08-22","706","28767.12","2146.00","Cleared"
"8405584","2022-08-22","721","1917.81","1044.00","Cleared"
"8405585","2022-08-22","734","3260.27","2876.00","Cleared"
"8405586","2022-08-22","780","1917.81","2725.00","Cleared"
"8405587","2022-08-22","783","2876.71","1205.00","Cleared"
"8405588","2022-08-22","785","3260.27","28.00","Cleared"
"8405589","2022-08-22","797","3835.62","4220.00","Cleared"
"8405590","2022-08-22","813","4794.52","3439.00","Cleared"
"8405591","2022-08-22","891","3068.49","1644.00","Cleared"
"8405592","2022-08-22","892","3068.49","2708.00","Cleared"
"8405593","2022-08-22","921","4794.52","22.00","Cleared"
"8405594","2022-08-22","945","1150.68","2356.00","Cleared"
"8405595","2022-08-22","961","4027.40","2330.00","Cleared"
"8405596","2022-08-23","19","920.55","3895.00","Cleared"
"8405597","2022-08-23","46","3835.62","2753.00","Cleared"
"8405598","2022-08-23","114","3452.05","3123.00","Cleared"
"8405599","2022-08-23","132","3260.27","2919.00","Cleared"
"8405600","2022-08-23","158","1150.68","536.00","Cleared"
"8405601","2022-08-23","177","1534.25","1211.00","Cleared"
"8405602","2022-08-23","209","5753.42","4330.00","Cleared"
"8405603","2022-08-23","235","28767.12","3112.00","Cleared"
"8405604","2022-08-23","285","5753.42","1930.00","Cleared"
"8405605","2022-08-23","296","4027.40","4320.00","Cleared"
"8405606","2022-08-23","304","3260.27","498.00","Cleared"
"8405607","2022-08-23","317","3260.27","3403.00","Cleared"
"8405608","2022-08-23","371","3260.27","4144.00","Cleared"
"8405609","2022-08-23","387","4027.40","3723.00","Cleared"
"8405610","2022-08-23","401","4602.74","1215.00","Cleared"
"8405611","2022-08-23","406","3260.27","2239.00","Cleared"
"8405612","2022-08-23","407","1150.68","4029.00","Cleared"
"8405613","2022-08-23","416","3068.49","2539.00","Cleared"
"8405614","2022-08-23","431","2493.15","376.00","Cleared"
"8405615","2022-08-23","458","2876.71","428.00","Cleared"
"8405616","2022-08-23","465","1726.03","1718.00","Cleared"
"8405617","2022-08-23","468","7671.23","768.00","Cleared"
"8405618","2022-08-23","481","3835.62","528.00","Cleared"
"8405619","2022-08-23","489","1150.68","3203.00","Cleared"
"8405620","2022-08-23","521","4602.74","685.00","Cleared"
"8405621","2022-08-23","556","24931.51","1414.00","Cleared"
"8405622","2022-08-23","575","5139.73","4009.00","Cleared"
"8405623","2022-08-23","584","1726.03","4425.00","Cleared"
"8405624","2022-08-23","682","2876.71","3622.00","Cleared"
"8405625","2022-08-23","716","3068.49","2849.00","Cleared"
"8405626","2022-08-23","772","3452.05","170.00","Cleared"
"8405627","2022-08-23","852","1726.03","4237.00","Cleared"
"8405628","2022-08-23","863","21095.89","2826.00","Cleared"
"8405629","2022-08-23","870","21095.89","3072.00","Cleared"
"8405630","2022-08-23","944","5561.64","3948.00","Cleared"
"8405631","2022-08-23","948","1917.81","2754.00","Cleared"
"8405632","2022-08-23","959","4410.96","508.00","Cleared"
"8405633","2022-08-24","1","5561.64","3338.00","Cleared"
"8405634","2022-08-24","26","5139.73","716.00","Cleared"
"8405635","2022-08-24","71","5753.42","4264.00","Cleared"
"8405636","2022-08-24","87","2876.71","602.00","Cleared"
"8405637","2022-08-24","138","3260.27","3632.00","Cleared"
"8405638","2022-08-24","147","4219.18","3841.00","Cleared"
"8405639","2022-08-24","193","28767.12","1029.00","Cleared"
"8405640","2022-08-24","270","5561.64","3490.00","Cleared"
"8405641","2022-08-24","274","2493.15","2164.00","Cleared"
"8405642","2022-08-24","302","920.55","4311.00","Cleared"
"8405643","2022-08-24","314","5753.42","2486.00","Cleared"
"8405644","2022-08-24","318","3260.27","1432.00","Cleared"
"8405645","2022-08-24","336","3835.62","3667.00","Cleared"
"8405646","2022-08-24","368","1726.03","3366.00","Cleared"
"8405647","2022-08-24","381","3835.62","4148.00","Cleared"
"8405648","2022-08-24","430","1917.81","1197.00","Cleared"
"8405649","2022-08-24","464","1687.67","2872.00","Cleared"
"8405650","2022-08-24","513","5139.73","1422.00","Cleared"
"8405651","2022-08-24","522","1917.81","281.00","Cleared"
"8405652","2022-08-24","531","24931.51","1785.00","Cleared"
"8405653","2022-08-24","533","3835.62","1516.00","Cleared"
"8405654","2022-08-24","580","3835.62","3911.00","Cleared"
"8405655","2022-08-24","586","1917.81","1072.00","Cleared"
"8405656","2022-08-24","630","3068.49","867.00","Cleared"
"8405657","2022-08-24","654","2876.71","1126.00","Cleared"
"8405658","2022-08-24","775","1150.68","4031.00","Cleared"
"8405659","2022-08-24","798","3260.27","3545.00","Cleared"
"8405660","2022-08-24","842","1917.81","2274.00","Cleared"
"8405661","2022-08-24","887","5561.64","947.00","Cleared"
"8405662","2022-08-24","901","3068.49","2306.00","Cleared"
"8405663","2022-08-24","911","3835.62","3916.00","Cleared"
"8405664","2022-08-24","913","3835.62","1160.00","Cleared"
"8405665","2022-08-24","924","5753.42","1831.00","Cleared"
"8405666","2022-08-24","938","4219.18","2771.00","Cleared"
"8405667","2022-08-24","953","7671.23","634.00","Cleared"
"8405668","2022-08-24","955","5139.73","2333.00","Cleared"
"8405669","2022-08-24","981","1917.81","140.00","Cleared"
"8405670","2022-08-25","9","3068.49","4231.00","Cleared"
"8405671","2022-08-25","29","5753.42","190.00","Cleared"
"8405672","2022-08-25","35","1150.68","3465.00","Cleared"
"8405673","2022-08-25","39","2876.71","1848.00","Cleared"
"8405674","2022-08-25","73","3835.62","2888.00","Cleared"
"8405675","2022-08-25","120","1150.68","925.00","Cleared"
"8405676","2022-08-25","170","5753.42","982.00","Cleared"
"8405677","2022-08-25","172","4410.96","4279.00","Cleared"
"8405678","2022-08-25","180","4410.96","3905.00","Cleared"
"8405679","2022-08-25","210","3835.62","2267.00","Cleared"
"8405680","2022-08-25","244","1150.68","1236.00","Cleared"
"8405681","2022-08-25","256","1150.68","1147.00","Cleared"
"8405682","2022-08-25","299","4794.52","2951.00","Cleared"
"8405683","2022-08-25","322","3452.05","259.00","Cleared"
"8405684","2022-08-25","393","5561.64","4206.00","Cleared"
"8405685","2022-08-25","400","1150.68","488.00","Cleared"
"8405686","2022-08-25","508","6712.33","3041.00","Cleared"
"8405687","2022-08-25","526","5561.64","2275.00","Cleared"
"8405688","2022-08-25","542","1726.03","3413.00","Cleared"
"8405689","2022-08-25","551","3260.27","4412.00","Cleared"
"8405690","2022-08-25","567","5753.42","2714.00","Cleared"
"8405691","2022-08-25","712","9589.04","2641.00","Cleared"
"8405692","2022-08-25","715","3260.27","3171.00","Cleared"
"8405693","2022-08-25","732","7671.23","3716.00","Cleared"
"8405694","2022-08-25","741","4027.40","3960.00","Cleared"
"8405695","2022-08-25","857","1726.03","2842.00","Cleared"
"8405696","2022-08-25","865","4602.74","1838.00","Cleared"
"8405697","2022-08-25","871","2301.37","1187.00","Cleared"
"8405698","2022-08-25","881","2876.71","569.00","Cleared"
"8405699","2022-08-25","918","1150.68","1170.00","Cleared"
"8405700","2022-08-25","940","7671.23","4273.00","Cleared"
"8405701","2022-08-25","974","3835.62","1274.00","Cleared"
"8405702","2022-08-25","994","1342.47","550.00","Cleared"
"8405703","2022-08-26","55","3835.62","3202.00","Cleared"
"8405704","2022-08-26","139","7671.23","1533.00","Cleared"
"8405705","2022-08-26","255","9589.04","3698.00","Cleared"
"8405706","2022-08-26","277","4410.96","3169.00","Cleared"
"8405707","2022-08-26","294","3835.62","4427.00","Cleared"
"8405708","2022-08-26","359","4602.74","1277.00","Cleared"
"8405709","2022-08-26","399","6712.33","4379.00","Cleared"
"8405710","2022-08-26","444","4602.74","4084.00","Cleared"
"8405711","2022-08-26","562","2876.71","3488.00","Cleared"
"8405712","2022-08-26","632","1150.68","3491.00","Cleared"
"8405713","2022-08-26","648","28767.12","1845.00","Cleared"
"8405714","2022-08-26","675","1342.47","494.00","Cleared"
"8405715","2022-08-26","693","3260.27","1962.00","Cleared"
"8405716","2022-08-26","718","2876.71","1019.00","Cleared"
"8405717","2022-08-26","727","1726.03","1913.00","Cleared"
"8405718","2022-08-26","755","3260.27","1201.00","Cleared"
"8405719","2022-08-26","759","28767.12","3017.00","Cleared"
"8405720","2022-08-26","829","1534.25","3851.00","Cleared"
"8405721","2022-08-26","860","5753.42","1123.00","Cleared"
"8405722","2022-08-26","916","1726.03","2437.00","Cleared"
"8405723","2022-08-26","991","1534.25","956.00","Cleared"
"8405724","2022-08-27","65","3260.27","2281.00","Cleared"
"8405725","2022-08-27","70","5753.42","2280.00","Cleared"
"8405726","2022-08-27","107","4602.74","3005.00","Cleared"
"8405727","2022-08-27","204","1534.25","2359.00","Cleared"
"8405728","2022-08-27","207","2876.71","1439.00","Cleared"
"8405729","2022-08-27","232","1917.81","3686.00","Cleared"
"8405730","2022-08-27","240","3835.62","2261.00","Cleared"
"8405731","2022-08-27","261","4602.74","919.00","Cleared"
"8405732","2022-08-27","321","5753.42","3150.00","Cleared"
"8405733","2022-08-27","373","1726.03","3703.00","Cleared"
"8405734","2022-08-27","374","1150.68","2592.00","Cleared"
"8405735","2022-08-27","392","3260.27","4272.00","Cleared"
"8405736","2022-08-27","404","1917.81","559.00","Cleared"
"8405737","2022-08-27","459","1534.25","1071.00","Cleared"
"8405738","2022-08-27","520","28767.12","260.00","Cleared"
"8405739","2022-08-27","534","3835.62","2780.00","Cleared"
"8405740","2022-08-27","569","2876.71","4306.00","Cleared"
"8405741","2022-08-27","579","1917.81","2951.00","Cleared"
"8405742","2022-08-27","583","3835.62","392.00","Cleared"
"8405743","2022-08-27","612","28767.12","3934.00","Cleared"
"8405744","2022-08-27","616","1726.03","926.00","Cleared"
"8405745","2022-08-27","651","1726.03","2813.00","Cleared"
"8405746","2022-08-27","705","4219.18","3046.00","Cleared"
"8405747","2022-08-27","710","4219.18","4403.00","Cleared"
"8405748","2022-08-27","714","3260.27","1187.00","Cleared"
"8405749","2022-08-27","791","2493.15","1893.00","Cleared"
