"Payroll_ID","Payment_Date","Employee_ID","Payment_Salary","Payment_Bonus","Payment_Status"
"8405340","2022-08-30","11","460.27","1791.00","Cleared"
"8405341","2022-08-30","16","1534.25","464.00","Cleared"
"8405342","2022-08-30","55","3835.62","2927.00","Cleared"
"8405343","2022-08-30","66","9589.04","2104.00","Cleared"
"8405344","2022-08-30","75","1726.03","3640.00","Cleared"
"8405345","2022-08-30","92","5753.42","3225.00","Cleared"
"8405346","2022-08-30","99","3835.62","4303.00","Cleared"
"8405347","2022-08-31","12","5753.42","2955.00","Cleared"
"8405348","2022-08-31","26","5753.42","2189.00","Cleared"
"8405349","2022-08-31","30","1150.68","4462.00","Cleared"
"8405350","2022-08-31","52","1726.03","1363.00","Cleared"
"8405351","2022-08-31","61","28767.12","248.00","Cleared"
"8405352","2022-08-31","63","2493.15","4183.00","Cleared"
"8405353","2022-09-01","22","6712.33","1563.00","Cleared"
"8405354","2022-09-01","41","5753.42","356.00","Cleared"
"8405355","2022-09-01","70","5139.73","1553.00","Cleared"
"8405356","2022-09-01","74","2493.15","2135.00","Cleared"
"8405357","2022-09-02","2","460.27","3655.00","Cleared"
"8405358","2022-09-02","8","2876.71","2842.00","Cleared"
"8405359","2022-09-02","14","2876.71","4264.00","Cleared"
"8405360","2022-09-02","28","2876.71","4433.00","Cleared"
"8405361","2022-09-02","39","3835.62","2999.00","Cleared"
"8405362","2022-09-02","47","1917.81","1622.00","Cleared"
"8405363","2022-09-02","57","5753.42","2151.00","Cleared"
"8405364","2022-09-02","69","4602.74","3206.00","Cleared"
"8405365","2022-09-02","79","1150.68","1937.00","Cleared"
"8405366","2022-09-02","96","3260.27","547.00","Cleared"
"8405367","2022-09-03","4","1726.03","3246.00","Cleared"
"8405368","2022-09-03","9","1726.03","1841.00","Cleared"
"8405369","2022-09-03","17","1917.81","2475.00","Cleared"
"8405370","2022-09-03","24","4602.74","588.00","Cleared"
"8405371","2022-09-03","44","24931.51","1093.00","Cleared"
"8405372","2022-09-03","65","4794.52","3473.00","Cleared"
"8405373","2022-09-03","73","1917.81","2544.00","Cleared"
"8405374","2022-09-03","83","2876.71","95.00","Cleared"
"8405375","2022-09-03","98","4602.74","3536.00","Cleared"
"8405376","2022-09-04","7","2301.37","3704.00","Cleared"
"8405377","2022-09-04","15","2493.15","494.00","Cleared"
"8405378","2022-09-04","42","1726.03","1091.00","Cleared"
"8405379","2022-09-04","53","1726.03","2176.00","Cleared"
"8405380","2022-09-04","62","2876.71","2044.00","Cleared"
"8405381","2022-09-04","93","3835.62","2798.00","Cleared"
"8405382","2022-09-05","25","1726.03","3345.00","Cleared"
"8405383","2022-09-05","40","3835.62","1635.00","Cleared"
"8405384","2022-09-05","49","9589.04","1976.00","Cleared"
"8405385","2022-09-05","50","1726.03","1128.00","Cleared"
"8405386","2022-09-05","59","3260.27","1892.00","Cleared"
"8405387","2022-09-05","64","3260.27","910.00","Cleared"
"8405388","2022-09-05","68","3452.05","1147.00","Cleared"
"8405389","2022-09-05","76","3260.27","3442.00","Cleared"
"8405390","2022-09-05","81","2876.71","532.00","Cleared"
"8405391","2022-09-05","82","2493.15","2314.00","Cleared"
"8405392","2022-09-05","90","2876.71","3228.00","Cleared"
"8405393","2022-09-06","31","3835.62","2323.00","Cleared"
"8405394","2022-09-06","32","2493.15","3332.00","Cleared"
"8405395","2022-09-06","38","5753.42","4461.00","Cleared"
"8405396","2022-09-06","45","3835.62","3301.00","Cleared"
"8405397","2022-09-06","46","2876.71","3322.00","Cleared"
"8405398","2022-09-06","77","3068.49","2987.00","Cleared"
"8405399","2022-09-06","86","5753.42","2903.00","Cleared"
"8405400","2022-09-06","91","1150.68","4350.00","Cleared"
"8405401","2022-09-07","6","5561.64","2450.00","Cleared"
"8405402","2022-09-07","20","2876.71","3684.00","Cleared"
"8405403","2022-09-07","33","2876.71","1890.00","Cleared"
"8405404","2022-09-07","60","5753.42","3218.00","Cleared"
"8405405","2022-09-07","84","3452.05","2980.00","Cleared"
"8405406","2022-09-07","88","3068.49","2403.00","Cleared"
"8405407","2022-09-07","89","7671.23","2034.00","Cleared"
"8405408","2022-09-08","10","3835.62","273.00","Cleared"
"8405409","2022-09-08","19","21095.89","4144.00","Cleared"
"8405410","2022-09-08","29","2876.71","995.00","Cleared"
"8405411","2022-09-08","34","3260.27","2727.00","Cleared"
"8405412","2022-09-08","36","1917.81","2862.00","Cleared"
"8405413","2022-09-08","37","1150.68","1407.00","Cleared"
"8405414","2022-09-08","51","1726.03","3255.00","Cleared"
"8405415","2022-09-08","95","1726.03","810.00","Cleared"
"8405416","2022-09-09","1","1917.81","614.00","Cleared"
"8405417","2022-09-09","3","3835.62","1519.00","Cleared"
"8405418","2022-09-09","27","1917.81","325.00","Cleared"
"8405419","2022-09-09","58","2876.71","2796.00","Cleared"
"8405420","2022-09-09","72","3068.49","989.00","Cleared"
"8405421","2022-09-09","78","1726.03","2493.00","Cleared"
"8405422","2022-09-09","94","2493.15","462.00","Cleared"
"8405423","2022-09-09","100","21095.89","355.00","Cleared"
"8405424","2022-09-10","21","4794.52","3692.00","Cleared"
"8405425","2022-09-10","35","2493.15","605.00","Cleared"
"8405426","2022-09-10","43","4219.18","4419.00","Cleared"
"8405427","2022-09-10","56","21095.89","2934.00","Cleared"
"8405428","2022-09-10","67","2493.15","3394.00","Cleared"
"8405429","2022-09-10","71","1917.81","15.00","Cleared"
"8405430","2022-09-11","97","1150.68","2719.00","Cleared"
"8405431","2022-09-12","5","3835.62","3027.00","Cleared"
"8405432","2022-09-12","13","2876.71","1676.00","Cleared"
"8405433","2022-09-12","18","3260.27","3182.00","Cleared"
"8405434","2022-09-12","23","3835.62","3821.00","Cleared"
"8405435","2022-09-12","48","3835.62","1978.00","Cleared"
"8405436","2022-09-12","54","1726.03","0.00","Cleared"
"8405437","2022-09-12","80","1150.68","2836.00","Cleared"
"8405438","2022-09-12","85","3835.62","2964.00","Cleared"
"8405439","2022-09-12","87","4794.52","3614.00","Cleared"
"8405440","2022-09-13","11","460.27","31.00","Cleared"
"8405441","2022-09-13","16","1534.25","3144.00","Cleared"
"8405442","2022-09-13","55","3835.62","639.00","Cleared"
"8405443","2022-09-13","66","9589.04","4081.00","Cleared"
"8405444","2022-09-13","75","1726.03","1551.00","Cleared"
"8405445","2022-09-13","92","5753.42","4239.00","Cleared"
"8405446","2022-09-13","99","3835.62","2971.00","Cleared"
"8405447","2022-09-14","12","5753.42","37.00","Cleared"
"8405448","2022-09-14","26","5753.42","3061.00","Cleared"
"8405449","2022-09-14","30","1150.68","54.00","Cleared"
"8405450","2022-09-14","52","1726.03","1244.00","Cleared"
"8405451","2022-09-14","61","28767.12","2264.00","Cleared"
"8405452","2022-09-14","63","2493.15","3710.00","Cleared"
"8405453","2022-09-15","22","6712.33","826.00","Cleared"
"8405454","2022-09-15","41","5753.42","1020.00","Cleared"
"8405455","2022-09-15","70","5139.73","3268.00","Cleared"
"8405456","2022-09-15","74","2493.15","1915.00","Cleared"
"8405457","2022-09-16","2","460.27","709.00","Cleared"
"8405458","2022-09-16","8","2876.71","3569.00","Cleared"
"8405459","2022-09-16","14","2876.71","197.00","Cleared"
"8405460","2022-09-16","28","2876.71","3419.00","Cleared"
"8405461","2022-09-16","39","3835.62","144.00","Cleared"
"8405462","2022-09-16","47","1917.81","1164.00","Cleared"
"8405463","2022-09-16","57","5753.42","1385.00","Cleared"
"8405464","2022-09-16","69","4602.74","4262.00","Cleared"
"8405465","2022-09-16","79","1150.68","834.00","Cleared"
"8405466","2022-09-16","96","3260.27","2432.00","Cleared"
"8405467","2022-09-17","4","1726.03","1150.00","Cleared"
"8405468","2022-09-17","9","1726.03","3078.00","Cleared"
"8405469","2022-09-17","17","1917.81","3453.00","Cleared"
"8405470","2022-09-17","24","4602.74","30.00","Cleared"
"8405471","2022-09-17","44","24931.51","514.00","Cleared"
"8405472","2022-09-17","65","4794.52","4475.00","Cleared"
"8405473","2022-09-17","73","1917.81","2303.00","Cleared"
"8405474","2022-09-17","83","2876.71","1558.00","Cleared"
"8405475","2022-09-17","98","4602.74","273.00","Cleared"
"8405476","2022-09-18","7","2301.37","1926.00","Cleared"
"8405477","2022-09-18","15","2493.15","4361.00","Cleared"
"8405478","2022-09-18","42","1726.03","3831.00","Cleared"
"8405479","2022-09-18","53","1726.03","321.00","Cleared"
"8405480","2022-09-18","62","2876.71","307.00","Cleared"
"8405481","2022-09-18","93","3835.62","1801.00","Cleared"
"8405482","2022-09-19","25","1726.03","1766.00","Cleared"
"8405483","2022-09-19","40","3835.62","562.00","Cleared"
"8405484","2022-09-19","49","9589.04","1566.00","Cleared"
"8405485","2022-09-19","50","1726.03","4049.00","Cleared"
"8405486","2022-09-19","59","3260.27","1146.00","Cleared"
"8405487","2022-09-19","64","3260.27","1070.00","Cleared"
"8405488","2022-09-19","68","3452.05","1455.00","Cleared"
"8405489","2022-09-19","76","3260.27","2442.00","Cleared"
"8405490","2022-09-19","81","2876.71","842.00","Cleared"
"8405491","2022-09-19","82","2493.15","3716.00","Cleared"
"8405492","2022-09-19","90","2876.71","852.00","Cleared"
"8405493","2022-09-20","31","3835.62","3352.00","Cleared"
"8405494","2022-09-20","32","2493.15","748.00","Cleared"
"8405495","2022-09-20","38","5753.42","3808.00","Cleared"
"8405496","2022-09-20","45","3835.62","1509.00","Cleared"
"8405497","2022-09-20","46","2876.71","317.00","Cleared"
"8405498","2022-09-20","77","3068.49","3353.00","Cleared"
"8405499","2022-09-20","86","5753.42","74.00","Cleared"
"8405500","2022-09-20","91","1150.68","2450.00","Cleared"
"8405501","2022-09-21","6","5561.64","3387.00","Cleared"
"8405502","2022-09-21","20","2876.71","3815.00","Cleared"
"8405503","2022-09-21","33","2876.71","3658.00","Cleared"
"8405504","2022-09-21","60","5753.42","713.00","Cleared"
"8405505","2022-09-21","84","3452.05","3652.00","Cleared"
"8405506","2022-09-21","88","3068.49","3807.00","Cleared"
"8405507","2022-09-21","89","7671.23","2341.00","Cleared"
"8405508","2022-09-22","10","3835.62","857.00","Cleared"
"8405509","2022-09-22","19","21095.89","2055.00","Cleared"
"8405510","2022-09-22","29","2876.71","615.00","Cleared"
"8405511","2022-09-22","34","3260.27","2445.00","Cleared"
"8405512","2022-09-22","36","1917.81","3033.00","Cleared"
"8405513","2022-09-22","37","1150.68","3269.00","Cleared"
"8405514","2022-09-22","51","1726.03","1754.00","Cleared"
"8405515","2022-09-22","95","1726.03","506.00","Cleared"
"8405516","2022-09-23","1","1917.81","634.00","Cleared"
"8405517","2022-09-23","3","3835.62","2742.00","Cleared"
"8405518","2022-09-23","27","1917.81","736.00","Cleared"
"8405519","2022-09-23","58","2876.71","1509.00","Cleared"
"8405520","2022-09-23","72","3068.49","2673.00","Cleared"
"8405521","2022-09-23","78","1726.03","1989.00","Cleared"
"8405522","2022-09-23","94","2493.15","1521.00","Cleared"
"8405523","2022-09-23","100","21095.89","2716.00","Cleared"
"8405524","2022-09-24","21","4794.52","1274.00","Cleared"
"8405525","2022-09-24","35","2493.15","4285.00","Cleared"
"8405526","2022-09-24","43","4219.18","3661.00","Cleared"
"8405527","2022-09-24","56","21095.89","2083.00","Cleared"
"8405528","2022-09-24","67","2493.15","1383.00","Cleared"
"8405529","2022-09-24","71","1917.81","150.00","Cleared"
"8405530","2022-09-25","97","1150.68","3505.00","Cleared"
"8405531","2022-09-26","5","3835.62","243.00","Cleared"
"8405532","2022-09-26","13","2876.71","1657.00","Cleared"
"8405533","2022-09-26","18","3260.27","1997.00","Cleared"
"8405534","2022-09-26","23","3835.62","859.00","Cleared"
"8405535","2022-09-26","48","3835.62","3380.00","Cleared"
"8405536","2022-09-26","54","1726.03","2404.00","Cleared"
"8405537","2022-09-26","80","1150.68","1175.00","Cleared"
"8405538","2022-09-26","85","3835.62","3900.00","Cleared"
"8405539","2022-09-26","87","4794.52","3145.00","Cleared"
"8405540","2022-09-27","11","460.27","3365.00","Cleared"
"8405541","2022-09-27","16","1534.25","3233.00","Cleared"
"8405542","2022-09-27","55","3835.62","285.00","Cleared"
"8405543","2022-09-27","66","9589.04","571.00","Cleared"
"8405544","2022-09-27","75","1726.03","3969.00","Cleared"
"8405545","2022-09-27","92","5753.42","4362.00","Cleared"
"8405546","2022-09-27","99","3835.62","3091.00","Cleared"
"8405547","2022-09-28","12","5753.42","1973.00","Cleared"
"8405548","2022-09-28","26","5753.42","3254.00","Cleared"
"8405549","2022-09-28","30","1150.68","3654.00","Cleared"
"8405550","2022-09-28","52","1726.03","4212.00","Cleared"
"8405551","2022-09-28","61","28767.12","2331.00","Cleared"
"8405552","2022-09-28","63","2493.15","2660.00","Cleared"
"8405553","2022-09-29","22","6712.33","2558.00","Cleared"
"8405554","2022-09-29","41","5753.42","3405.00","Cleared"
"8405555","2022-09-29","70","5139.73","1766.00","Cleared"
"8405556","2022-09-29","74","2493.15","1809.00","Cleared"
"8405557","2022-09-30","2","460.27","4372.00","Cleared"
"8405558","2022-09-30","8","2876.71","1135.00","Cleared"
"8405559","2022-09-30","14","2876.71","288.00","Cleared"
"8405560","2022-09-30","28","2876.71","991.00","Cleared"
"8405561","2022-09-30","39","3835.62","3108.00","Cleared"
"8405562","2022-09-30","47","1917.81","1009.00","Cleared"
"8405563","2022-09-30","57","5753.42","4079.00","Cleared"
"8405564","2022-09-30","69","4602.74","857.00","Cleared"
"8405565","2022-09-30","79","1150.68","1130.00","Cleared"
"8405566","2022-09-30","96","3260.27","2834.00","Cleared"
"8405567","2022-10-01","4","1726.03","482.00","Cleared"
"8405568","2022-10-01","9","1726.03","2880.00","Cleared"
"8405569","2022-10-01","17","1917.81","2229.00","Cleared"
"8405570","2022-10-01","24","4602.74","2680.00","Cleared"
"8405571","2022-10-01","44","24931.51","764.00","Cleared"
"8405572","2022-10-01","65","4794.52","2035.00","Cleared"
"8405573","2022-10-01","73","1917.81","3879.00","Cleared"
"8405574","2022-10-01","83","2876.71","3800.00","Cleared"
"8405575","2022-10-01","98","4602.74","2508.00","Cleared"
"8405576","2022-10-02","7","2301.37","3360.00","Cleared"
"8405577","2022-10-02","15","2493.15","891.00","Cleared"
"8405578","2022-10-02","42","1726.03","3088.00","Cleared"
"8405579","2022-10-02","53","1726.03","2767.00","Cleared"
"8405580","2022-10-02","62","2876.71","1296.00","Cleared"
"8405581","2022-10-02","93","3835.62","1008.00","Cleared"
"8405582","2022-10-03","25","1726.03","1885.00","Cleared"
"8405583","2022-10-03","40","3835.62","4245.00","Cleared"
"8405584","2022-10-03","49","9589.04","1836.00","Cleared"
"8405585","2022-10-03","50","1726.03","3462.00","Cleared"
"8405586","2022-10-03","59","3260.27","1710.00","Cleared"
"8405587","2022-10-03","64","3260.27","575.00","Cleared"
"8405588","2022-10-03","68","3452.05","1186.00","Cleared"
"8405589","2022-10-03","76","3260.27","2641.00","Cleared"
"8405590","2022-10-03","81","2876.71","2622.00","Cleared"
"8405591","2022-10-03","82","2493.15","4194.00","Cleared"
"8405592","2022-10-03","90","2876.71","3558.00","Cleared"
"8405593","2022-10-04","31","3835.62","438.00","Cleared"
"8405594","2022-10-04","32","2493.15","1300.00","Cleared"
"8405595","2022-10-04","38","5753.42","3651.00","Cleared"
"8405596","2022-10-04","45","3835.62","2333.00","Cleared"
"8405597","2022-10-04","46","2876.71","2665.00","Cleared"
"8405598","2022-10-04","77","3068.49","2148.00","Cleared"
"8405599","2022-10-04","86","5753.42","1581.00","Cleared"
"8405600","2022-10-04","91","1150.68","3716.00","Cleared"
"8405601","2022-10-05","6","5561.64","1955.00","Cleared"
"8405602","2022-10-05","20","2876.71","26.00","Cleared"
"8405603","2022-10-05","33","2876.71","498.00","Cleared"
"8405604","2022-10-05","60","5753.42","3170.00","Cleared"
"8405605","2022-10-05","84","3452.05","877.00","Cleared"
"8405606","2022-10-05","88","3068.49","3189.00","Cleared"
"8405607","2022-10-05","89","7671.23","3058.00","Cleared"
"8405608","2022-10-06","10","3835.62","4154.00","Cleared"
"8405609","2022-10-06","19","21095.89","3064.00","Cleared"
"8405610","2022-10-06","29","2876.71","792.00","Cleared"
"8405611","2022-10-06","34","3260.27","3868.00","Cleared"
"8405612","2022-10-06","36","1917.81","3106.00","Cleared"
"8405613","2022-10-06","37","1150.68","3478.00","Cleared"
"8405614","2022-10-06","51","1726.03","2192.00","Cleared"
"8405615","2022-10-06","95","1726.03","1713.00","Cleared"
"8405616","2022-10-07","1","1917.81","3446.00","Cleared"
"8405617","2022-10-07","3","3835.62","1130.00","Cleared"
"8405618","2022-10-07","27","1917.81","1978.00","Cleared"
"8405619","2022-10-07","58","2876.71","3506.00","Cleared"
"8405620","2022-10-07","72","3068.49","2219.00","Cleared"
"8405621","2022-10-07","78","1726.03","2067.00","Cleared"
"8405622","2022-10-07","94","2493.15","3796.00","Cleared"
"8405623","2022-10-07","100","21095.89","1921.00","Cleared"
"8405624","2022-10-08","21","4794.52","2262.00","Cleared"
"8405625","2022-10-08","35","2493.15","4468.00","Cleared"
"8405626","2022-10-08","43","4219.18","112.00","Cleared"
"8405627","2022-10-08","56","21095.89","827.00","Cleared"
"8405628","2022-10-08","67","2493.15","2039.00","Cleared"
"8405629","2022-10-08","71","1917.81","4231.00","Cleared"
"8405630","2022-10-09","97","1150.68","2811.00","Cleared"
"8405631","2022-10-10","5","3835.62","3277.00","Cleared"
"8405632","2022-10-10","13","2876.71","1295.00","Cleared"
"8405633","2022-10-10","18","3260.27","4356.00","Cleared"
"8405634","2022-10-10","23","3835.62","2600.00","Cleared"
"8405635","2022-10-10","48","3835.62","1769.00","Cleared"
"8405636","2022-10-10","54","1726.03","3359.00","Cleared"
"8405637","2022-10-10","80","1150.68","2254.00","Cleared"
"8405638","2022-10-10","85","3835.62","455.00","Cleared"
"8405639","2022-10-10","87","4794.52","3584.00","Cleared"
"8405640","2022-10-11","11","460.27","3042.00","Cleared"
"8405641","2022-10-11","16","1534.25","1738.00","Cleared"
"8405642","2022-10-11","55","3835.62","1756.00","Cleared"
"8405643","2022-10-11","66","9589.04","3487.00","Cleared"
"8405644","2022-10-11","75","1726.03","1724.00","Cleared"
"8405645","2022-10-11","92","5753.42","2522.00","Cleared"
"8405646","2022-10-11","99","3835.62","2655.00","Cleared"
"8405647","2022-10-12","12","5753.42","4350.00","Cleared"
"8405648","2022-10-12","26","5753.42","4019.00","Cleared"
"8405649","2022-10-12","30","1150.68","1269.00","Cleared"
"8405650","2022-10-12","52","1726.03","4078.00","Cleared"
"8405651","2022-10-12","61","28767.12","2050.00","Cleared"
"8405652","2022-10-12","63","2493.15","4490.00","Cleared"
"8405653","2022-10-13","22","6712.33","655.00","Cleared"
"8405654","2022-10-13","41","5753.42","1405.00","Cleared"
"8405655","2022-10-13","70","5139.73","3735.00","Cleared"
"8405656","2022-10-13","74","2493.15","2611.00","Cleared"
"8405657","2022-10-14","2","460.27","589.00","Cleared"
"8405658","2022-10-14","8","2876.71","2151.00","Cleared"
"8405659","2022-10-14","14","2876.71","1259.00","Cleared"
"8405660","2022-10-14","28","2876.71","3706.00","Cleared"
"8405661","2022-10-14","39","3835.62","764.00","Cleared"
"8405662","2022-10-14","47","1917.81","2333.00","Cleared"
"8405663","2022-10-14","57","5753.42","3184.00","Cleared"
"8405664","2022-10-14","69","4602.74","3475.00","Cleared"
"8405665","2022-10-14","79","1150.68","2779.00","Cleared"
"8405666","2022-10-14","96","3260.27","2896.00","Cleared"
"8405667","2022-10-15","4","1726.03","3352.00","Cleared"
"8405668","2022-10-15","9","1726.03","3640.00","Cleared"
"8405669","2022-10-15","17","1917.81","1290.00","Cleared"
"8405670","2022-10-15","24","4602.74","1741.00","Cleared"
"8405671","2022-10-15","44","24931.51","783.00","Cleared"
"8405672","2022-10-15","65","4794.52","2554.00","Cleared"
"8405673","2022-10-15","73","1917.81","2335.00","Cleared"
"8405674","2022-10-15","83","2876.71","2499.00","Cleared"
"8405675","2022-10-15","98","4602.74","4065.00","Cleared"
"8405676","2022-10-16","7","2301.37","632.00","Cleared"
"8405677","2022-10-16","15","2493.15","2963.00","Cleared"
"8405678","2022-10-16","42","1726.03","1265.00","Cleared"
"8405679","2022-10-16","53","1726.03","1134.00","Cleared"
"8405680","2022-10-16","62","2876.71","4418.00","Cleared"
"8405681","2022-10-16","93","3835.62","1690.00","Cleared"
"8405682","2022-10-17","25","1726.03","166.00","Cleared"
"8405683","2022-10-17","40","3835.62","1514.00","Cleared"
"8405684","2022-10-17","49","9589.04","2554.00","Cleared"
"8405685","2022-10-17","50","1726.03","2835.00","Cleared"
"8405686","2022-10-17","59","3260.27","3362.00","Cleared"
"8405687","2022-10-17","64","3260.27","1212.00","Cleared"
"8405688","2022-10-17","68","3452.05","2634.00","Cleared"
"8405689","2022-10-17","76","3260.27","4219.00","Cleared"
"8405690","2022-10-17","81","2876.71","3231.00","Cleared"
"8405691","2022-10-17","82","2493.15","973.00","Cleared"
"8405692","2022-10-17","90","2876.71","2331.00","Cleared"
"8405693","2022-10-18","31","3835.62","3509.00","Cleared"
"8405694","2022-10-18","32","2493.15","43.00","Cleared"
"8405695","2022-10-18","38","5753.42","3929.00","Cleared"
"8405696","2022-10-18","45","3835.62","1739.00","Cleared"
"8405697","2022-10-18","46","2876.71","4308.00","Cleared"
"8405698","2022-10-18","77","3068.49","2166.00","Cleared"
"8405699","2022-10-18","86","5753.42","3135.00","Cleared"
"8405700","2022-10-18","91","1150.68","197.00","Cleared"
"8405701","2022-10-19","6","5561.64","3169.00","Cleared"
"8405702","2022-10-19","20","2876.71","3776.00","Cleared"
"8405703","2022-10-19","33","2876.71","3124.00","Cleared"
"8405704","2022-10-19","60","5753.42","3944.00","Cleared"
"8405705","2022-10-19","84","3452.05","572.00","Cleared"
"8405706","2022-10-19","88","3068.49","790.00","Cleared"
"8405707","2022-10-19","89","7671.23","1081.00","Cleared"
"8405708","2022-10-20","10","3835.62","4446.00","Cleared"
"8405709","2022-10-20","19","21095.89","4094.00","Cleared"
"8405710","2022-10-20","29","2876.71","1088.00","Cleared"
"8405711","2022-10-20","34","3260.27","2409.00","Cleared"
"8405712","2022-10-20","36","1917.81","585.00","Cleared"
"8405713","2022-10-20","37","1150.68","4027.00","Cleared"
"8405714","2022-10-20","51","1726.03","2611.00","Cleared"
"8405715","2022-10-20","95","1726.03","332.00","Cleared"
"8405716","2022-10-21","1","1917.81","955.00","Cleared"
"8405717","2022-10-21","3","3835.62","1799.00","Cleared"
"8405718","2022-10-21","27","1917.81","793.00","Cleared"
"8405719","2022-10-21","58","2876.71","1729.00","Cleared"
"8405720","2022-10-21","72","3068.49","2275.00","Cleared"
"8405721","2022-10-21","78","1726.03","813.00","Cleared"
"8405722","2022-10-21","94","2493.15","3754.00","Cleared"
"8405723","2022-10-21","100","21095.89","1331.00","Cleared"
"8405724","2022-10-22","21","4794.52","1823.00","Cleared"
"8405725","2022-10-22","35","2493.15","1264.00","Cleared"
"8405726","2022-10-22","43","4219.18","3236.00","Cleared"
"8405727","2022-10-22","56","21095.89","1751.00","Cleared"
"8405728","2022-10-22","67","2493.15","3500.00","Cleared"
"8405729","2022-10-22","71","1917.81","1546.00","Cleared"
"8405730","2022-10-23","97","1150.68","3965.00","Cleared"
"8405731","2022-10-24","5","3835.62","1090.00","Cleared"
"8405732","2022-10-24","13","2876.71","1571.00","Cleared"
"8405733","2022-10-24","18","3260.27","4021.00","Cleared"
"8405734","2022-10-24","23","3835.62","753.00","Cleared"
"8405735","2022-10-24","48","3835.62","629.00","Cleared"
"8405736","2022-10-24","54","1726.03","1176.00","Cleared"
"8405737","2022-10-24","80","1150.68","1915.00","Cleared"
"8405738","2022-10-24","85","3835.62","4065.00","Cleared"
"8405739","2022-10-24","87","4794.52","1384.00","Cleared"
"8405740","2022-10-25","11","460.27","1821.00","Cleared"
"8405741","2022-10-25","16","1534.25","3631.00","Cleared"
"8405742","2022-10-25","55","3835.62","313.00","Cleared"
"8405743","2022-10-25","66","9589.04","400.00","Cleared"
"8405744","2022-10-25","75","1726.03","1481.00","Cleared"
"8405745","2022-10-25","92","5753.42","3349.00","Cleared"
"8405746","2022-10-25","99","3835.62","3478.00","Cleared"
"8405747","2022-10-26","12","5753.42","1429.00","Cleared"
"8405748","2022-10-26","26","5753.42","3812.00","Cleared"
"8405749","2022-10-26","30","1150.68","1413.00","Cleared"
